item_id,cluster,pattern_type,forecast_strategy,wape_spec,wape_base,rmse_spec,rmse_base
HOBBIES_1_302,0,Burst,no_adjustment,1.607142857142857,1.607142857142857,0.7961963146288554,0.7961963146288554
HOUSEHOLD_2_502,0,Burst,no_adjustment,0.6047619047619047,0.6047619047619047,1.4370285384807646,1.4370285384807646
FOODS_3_321,4,Burst,no_adjustment,0.8571428571428571,0.8571428571428571,1.1952286093343936,1.1952286093343936
HOUSEHOLD_2_018,0,Burst,no_adjustment,0.8479262672811062,0.8479262672811062,1.267228214229298,1.267228214229298
HOUSEHOLD_1_261,0,Burst,no_adjustment,0.8585714285714284,0.8585714285714284,1.9182927145708266,1.9182927145708266
HOUSEHOLD_2_445,4,Burst,no_adjustment,3.619047619047619,3.619047619047619,0.7985957062499249,0.7985957062499249
FOODS_2_280,0,Burst,no_adjustment,0.9547619047619045,0.9547619047619045,1.3651082038297426,1.3651082038297426
HOUSEHOLD_2_306,0,Burst,no_adjustment,1.3174603174603174,1.3174603174603174,0.4683884660215716,0.4683884660215716
HOUSEHOLD_2_147,0,Burst,no_adjustment,1.6785714285714286,1.6785714285714286,0.7701378090302795,0.7701378090302795
HOUSEHOLD_2_094,0,Burst,no_adjustment,1.1825396825396826,1.1825396825396826,0.8777289805317504,0.8777289805317504
HOUSEHOLD_2_026,0,Burst,no_adjustment,1.4285714285714286,1.4285714285714286,0.9013878188659973,0.9013878188659973
HOUSEHOLD_2_429,0,Burst,no_adjustment,0.7428571428571429,0.7428571428571429,1.2283845372799884,1.2283845372799884
HOBBIES_1_217,0,Burst,no_adjustment,1.2337662337662338,1.2337662337662338,0.4896896143143603,0.4896896143143603
HOBBIES_2_079,0,Burst,no_adjustment,1.1890756302521013,1.1890756302521013,0.862335461974974,0.862335461974974
HOUSEHOLD_2_428,0,Burst,no_adjustment,0.9285714285714286,0.9285714285714286,1.2095495872768645,1.2095495872768645
HOUSEHOLD_2_042,0,Burst,no_adjustment,1.2295918367346943,1.2295918367346943,0.682320470519386,0.682320470519386
HOBBIES_1_311,4,Burst,no_adjustment,0.0,0.0,0.0,0.0
HOUSEHOLD_2_134,0,Burst,no_adjustment,0.9047619047619048,0.9047619047619048,0.7791937224739796,0.7791937224739796
HOUSEHOLD_2_211,0,Burst,no_adjustment,2.4365079365079367,2.4365079365079367,0.8942845732534939,0.8942845732534939
HOUSEHOLD_2_083,0,Burst,no_adjustment,0.9537815126050421,0.9537815126050421,0.6536787577758261,0.6536787577758261
HOBBIES_2_143,0,Burst,no_adjustment,1.6632653061224487,1.6632653061224487,0.9285714285714284,0.9285714285714284
HOBBIES_1_192,0,Burst,no_adjustment,0.78021978021978,0.78021978021978,0.9845749108635873,0.9845749108635873
HOUSEHOLD_2_456,0,Burst,no_adjustment,0.6689895470383276,0.6689895470383276,1.1882717685438662,1.1882717685438662
HOBBIES_2_034,0,Burst,no_adjustment,1.1224489795918366,1.1224489795918366,1.0949792654825634,1.0949792654825634
HOBBIES_2_080,0,Burst,no_adjustment,1.3846153846153846,1.3846153846153846,0.9819805060619657,0.9819805060619657
FOODS_2_261,0,Burst,no_adjustment,1.0,1.0,1.2535663410560174,1.2535663410560174
HOBBIES_2_055,0,Burst,no_adjustment,1.32967032967033,1.32967032967033,0.7345344214715406,0.7345344214715406
HOUSEHOLD_2_141,0,Burst,no_adjustment,1.032967032967033,1.032967032967033,0.6691069283998282,0.6691069283998282
HOUSEHOLD_2_106,0,Burst,no_adjustment,0.9047619047619049,0.9047619047619049,0.7491491772643939,0.7491491772643939
FOODS_1_079,0,Burst,no_adjustment,1.4404761904761905,1.4404761904761905,1.4214106244380287,1.4214106244380287
FOODS_3_724,4,Burst,no_adjustment,1.0,1.0,0.1889822365046136,0.1889822365046136
HOUSEHOLD_2_210,0,Burst,no_adjustment,1.0803571428571426,1.0803571428571426,1.161126300500633,1.161126300500633
FOODS_1_107,0,Burst,no_adjustment,0.7321428571428572,0.7321428571428572,2.160640494607739,2.160640494607739
HOBBIES_1_251,0,Burst,no_adjustment,0.9999999999999998,0.9999999999999998,0.8081220356417685,0.8081220356417685
FOODS_2_235,4,Burst,no_adjustment,1.0,1.0,4.72455591261534,4.72455591261534
HOBBIES_2_042,0,Burst,no_adjustment,1.3043478260869565,1.3043478260869565,1.2100767390069582,1.2100767390069582
HOBBIES_2_001,0,Burst,no_adjustment,1.0811688311688312,1.0811688311688312,1.1186042688118447,1.1186042688118447
HOUSEHOLD_2_034,0,Burst,no_adjustment,0.9411764705882353,0.9411764705882353,1.6366341767699428,1.6366341767699428
HOUSEHOLD_2_004,0,Burst,no_adjustment,0.7100840336134454,0.7100840336134454,1.1186042688118445,1.1186042688118445
HOUSEHOLD_2_149,0,Burst,no_adjustment,0.9999999999999998,0.9999999999999998,0.8828005067363053,0.8828005067363053
FOODS_3_092,4,Burst,no_adjustment,1.4132653061224496,1.4132653061224496,1.3613656108961367,1.3613656108961367
HOBBIES_1_184,0,Burst,no_adjustment,0.5330490405117271,0.5330490405117271,1.5202711895566257,1.5202711895566257
HOUSEHOLD_2_304,0,Burst,no_adjustment,0.9015444015444016,0.9015444015444016,1.6299962438920037,1.6299962438920037
HOBBIES_2_066,0,Burst,no_adjustment,1.3571428571428565,1.3571428571428565,1.2345990012459716,1.2345990012459716
HOBBIES_2_056,0,Burst,no_adjustment,0.8676470588235294,0.8676470588235294,1.235631706571871,1.235631706571871
HOUSEHOLD_2_010,4,Burst,no_adjustment,1.0,1.0,1.14953406710222,1.14953406710222
HOUSEHOLD_2_446,0,Burst,no_adjustment,3.698412698412697,3.698412698412697,1.259656577753457,1.259656577753457
HOUSEHOLD_2_006,0,Burst,no_adjustment,2.8333333333333335,2.8333333333333335,0.34069257193462343,0.34069257193462343
FOODS_3_496,4,Burst,no_adjustment,0.0,0.0,0.0,0.0
FOODS_3_548,0,Burst,no_adjustment,0.9047619047619047,0.9047619047619047,0.9583148474999101,0.9583148474999101
HOBBIES_2_049,0,Burst,no_adjustment,1.0,1.0,1.002547774829871,1.002547774829871
HOUSEHOLD_2_192,0,Burst,no_adjustment,0.9318181818181818,0.9318181818181818,0.8608550566567107,0.8608550566567107
HOUSEHOLD_2_162,4,Burst,no_adjustment,0.0,0.0,0.0,0.0
FOODS_1_164,0,Burst,no_adjustment,0.8655462184873948,0.8655462184873948,1.2063818395753239,1.2063818395753239
HOBBIES_2_093,0,Burst,no_adjustment,0.8125,0.8125,1.3594904507624486,1.3594904507624486
HOBBIES_2_013,0,Burst,no_adjustment,0.730769230769231,0.730769230769231,0.8541614816500996,0.8541614816500996
HOUSEHOLD_2_253,0,Burst,no_adjustment,0.9255952380952381,0.9255952380952381,0.9536449944870493,0.9536449944870493
HOUSEHOLD_2_274,0,Burst,no_adjustment,1.020408163265306,1.020408163265306,1.2142857142857142,1.2142857142857142
FOODS_1_211,0,Burst,no_adjustment,1.482142857142857,1.482142857142857,0.9482798605251254,0.9482798605251254
HOBBIES_2_113,0,Burst,no_adjustment,2.0124223602484466,2.0124223602484466,1.7942652410114956,1.7942652410114956
HOUSEHOLD_2_494,0,Burst,no_adjustment,0.5887445887445888,0.5887445887445888,1.0803202473038696,1.0803202473038696
HOUSEHOLD_1_501,0,Burst,no_adjustment,0.7731092436974791,0.7731092436974791,1.214285714285714,1.214285714285714
HOBBIES_2_102,0,Burst,no_adjustment,1.0198412698412702,1.0198412698412702,0.8120583572072908,0.8120583572072908
HOUSEHOLD_2_393,0,Burst,no_adjustment,1.5187969924812035,1.5187969924812035,1.1801936887041646,1.1801936887041646
HOBBIES_2_112,0,Burst,no_adjustment,1.0344827586206897,1.0344827586206897,1.242836617236094,1.242836617236094
HOUSEHOLD_2_503,0,Burst,no_adjustment,1.236842105263158,1.236842105263158,1.0394023007753748,1.0394023007753748
HOUSEHOLD_2_254,0,Burst,no_adjustment,0.9375,0.9375,1.1801936887041646,1.1801936887041646
HOUSEHOLD_2_292,0,Burst,no_adjustment,1.0372670807453412,1.0372670807453412,1.0295382360999696,1.0295382360999696
HOUSEHOLD_2_415,0,Burst,no_adjustment,1.3214285714285712,1.3214285714285712,0.6018678409411686,0.6018678409411686
FOODS_3_165,0,Burst,no_adjustment,0.8191964285714285,0.8191964285714285,1.4918998981575302,1.4918998981575302
HOBBIES_2_068,0,Burst,no_adjustment,0.806949806949807,0.806949806949807,1.2872015207814358,1.2872015207814358
HOUSEHOLD_2_243,0,Burst,no_adjustment,1.0625,1.0625,1.0648608225625409,1.0648608225625409
HOUSEHOLD_2_208,0,Burst,no_adjustment,1.0,1.0,1.0177004891982149,1.0177004891982149
HOUSEHOLD_2_107,0,Burst,no_adjustment,0.6693121693121694,0.6693121693121694,0.8682318415102298,0.8682318415102298
HOBBIES_1_259,0,Burst,no_adjustment,0.827188940092166,0.827188940092166,1.1333308323301736,1.1333308323301736
FOODS_1_010,0,Burst,no_adjustment,0.8823529411764706,0.8823529411764706,2.211980366743146,2.211980366743146
HOUSEHOLD_2_504,0,Burst,no_adjustment,1.0571428571428572,1.0571428571428572,1.805603522823505,1.805603522823505
HOUSEHOLD_2_092,0,Burst,no_adjustment,0.6596638655462184,0.6596638655462184,1.1276895288462103,1.1276895288462103
HOBBIES_2_008,0,Burst,no_adjustment,0.7815126050420172,0.7815126050420172,1.118604268811845,1.118604268811845
HOUSEHOLD_2_351,0,Burst,no_adjustment,0.740863787375415,0.740863787375415,1.4303560281786274,1.4303560281786274
